"","MODEL","SCENARIO","REGION","VARIABLE","UNIT","Year","value"
"1679658","AIM/CGE","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1679787","AIM/CGE","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1679809","AIM/CGE","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1679830","AIM/CGE","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1679852","AIM/CGE","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1684766","AIM/CGE","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1684895","AIM/CGE","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1684917","AIM/CGE","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1684938","AIM/CGE","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1684960","AIM/CGE","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1685790","AIM/CGE","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1685804","AIM/CGE","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1685931","AIM/CGE","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1685945","AIM/CGE","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1685955","AIM/CGE","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1685968","AIM/CGE","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1685978","AIM/CGE","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1685992","AIM/CGE","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1686002","AIM/CGE","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1686015","AIM/CGE","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1688956","AIM/CGE","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1688970","AIM/CGE","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1689097","AIM/CGE","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1689111","AIM/CGE","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1689121","AIM/CGE","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1689134","AIM/CGE","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1689144","AIM/CGE","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1689158","AIM/CGE","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1689168","AIM/CGE","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1689181","AIM/CGE","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1695244","AIM/CGE","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1695258","AIM/CGE","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1695385","AIM/CGE","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1695399","AIM/CGE","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1695409","AIM/CGE","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1695422","AIM/CGE","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1695432","AIM/CGE","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1695446","AIM/CGE","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1695456","AIM/CGE","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1695469","AIM/CGE","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1703693","AIM/CGE","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1703707","AIM/CGE","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1703834","AIM/CGE","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1703848","AIM/CGE","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1703858","AIM/CGE","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1703871","AIM/CGE","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1703881","AIM/CGE","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1703895","AIM/CGE","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1703905","AIM/CGE","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1703918","AIM/CGE","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1704741","AIM/CGE","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1704755","AIM/CGE","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1704882","AIM/CGE","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1704896","AIM/CGE","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1704906","AIM/CGE","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1704919","AIM/CGE","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1704929","AIM/CGE","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1704943","AIM/CGE","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1704953","AIM/CGE","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,0
"1704966","AIM/CGE","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1741111","DNE21+ V.14","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1741124","DNE21+ V.14","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1741339","DNE21+ V.14","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1741352","DNE21+ V.14","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1741377","DNE21+ V.14","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1741390","DNE21+ V.14","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1741415","DNE21+ V.14","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1741428","DNE21+ V.14","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1741453","DNE21+ V.14","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1741466","DNE21+ V.14","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1748521","DNE21+ V.14","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1748534","DNE21+ V.14","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1748749","DNE21+ V.14","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1748762","DNE21+ V.14","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1748787","DNE21+ V.14","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1748800","DNE21+ V.14","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1748825","DNE21+ V.14","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1748838","DNE21+ V.14","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1748863","DNE21+ V.14","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1748876","DNE21+ V.14","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1750003","DNE21+ V.14","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1750016","DNE21+ V.14","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1750231","DNE21+ V.14","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1750244","DNE21+ V.14","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1750269","DNE21+ V.14","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1750282","DNE21+ V.14","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1750307","DNE21+ V.14","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1750320","DNE21+ V.14","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1750345","DNE21+ V.14","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1750358","DNE21+ V.14","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1754449","DNE21+ V.14","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1754462","DNE21+ V.14","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1754677","DNE21+ V.14","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1754690","DNE21+ V.14","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1754715","DNE21+ V.14","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1754728","DNE21+ V.14","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1754753","DNE21+ V.14","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1754766","DNE21+ V.14","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1754791","DNE21+ V.14","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1754804","DNE21+ V.14","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1763341","DNE21+ V.14","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1763354","DNE21+ V.14","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1763569","DNE21+ V.14","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1763582","DNE21+ V.14","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1763607","DNE21+ V.14","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1763620","DNE21+ V.14","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1763645","DNE21+ V.14","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1763658","DNE21+ V.14","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1763683","DNE21+ V.14","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1763696","DNE21+ V.14","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1775197","DNE21+ V.14","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1775210","DNE21+ V.14","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1775425","DNE21+ V.14","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1775438","DNE21+ V.14","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1775463","DNE21+ V.14","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1775476","DNE21+ V.14","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1775501","DNE21+ V.14","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1775514","DNE21+ V.14","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1775539","DNE21+ V.14","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1775552","DNE21+ V.14","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1776679","DNE21+ V.14","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1633.03207810321
"1776692","DNE21+ V.14","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1776907","DNE21+ V.14","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1251.37963737796
"1776920","DNE21+ V.14","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1776945","DNE21+ V.14","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,833.029846582985
"1776958","DNE21+ V.14","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1776983","DNE21+ V.14","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,462.386610878661
"1776996","DNE21+ V.14","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1777021","DNE21+ V.14","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,205.505160390516
"1777034","DNE21+ V.14","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1807146","GCAM_EMF33","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1499.34473273956
"1807198","GCAM_EMF33","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1807704","GCAM_EMF33","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,878.258258409566
"1807756","GCAM_EMF33","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1807797","GCAM_EMF33","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1063.38572851988
"1807849","GCAM_EMF33","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1807890","GCAM_EMF33","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.209410583483
"1807942","GCAM_EMF33","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1807983","GCAM_EMF33","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-306.205516571485
"1808035","GCAM_EMF33","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1816883","GCAM_EMF33","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1434.58168794844
"1816935","GCAM_EMF33","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1817441","GCAM_EMF33","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,923.991530019208
"1817493","GCAM_EMF33","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1817534","GCAM_EMF33","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1101.1935400096
"1817586","GCAM_EMF33","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1817627","GCAM_EMF33","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.216799563166
"1817679","GCAM_EMF33","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1817720","GCAM_EMF33","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-85.9739135498356
"1817772","GCAM_EMF33","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1818820","GCAM_EMF33","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1499.34473273956
"1818872","GCAM_EMF33","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1819378","GCAM_EMF33","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,878.258258409566
"1819430","GCAM_EMF33","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1819471","GCAM_EMF33","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1063.38572851988
"1819523","GCAM_EMF33","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1819564","GCAM_EMF33","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.209410583483
"1819616","GCAM_EMF33","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1819657","GCAM_EMF33","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-306.205516571485
"1819709","GCAM_EMF33","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1824657","GCAM_EMF33","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1499.34473273956
"1824709","GCAM_EMF33","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1825215","GCAM_EMF33","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,878.258258409566
"1825267","GCAM_EMF33","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1825308","GCAM_EMF33","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1063.38572851988
"1825360","GCAM_EMF33","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1825401","GCAM_EMF33","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.209410583483
"1825453","GCAM_EMF33","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1825494","GCAM_EMF33","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-306.205516571485
"1825546","GCAM_EMF33","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1830494","GCAM_EMF33","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1499.34473273956
"1830546","GCAM_EMF33","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1831052","GCAM_EMF33","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,878.258258409566
"1831104","GCAM_EMF33","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1831145","GCAM_EMF33","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1063.38572851988
"1831197","GCAM_EMF33","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1831238","GCAM_EMF33","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.209410583483
"1831290","GCAM_EMF33","R5B300","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1831331","GCAM_EMF33","R5B300","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-306.205516571485
"1831383","GCAM_EMF33","R5B300","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1840231","GCAM_EMF33","R5B300LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1434.58168794844
"1840283","GCAM_EMF33","R5B300LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1840789","GCAM_EMF33","R5B300LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,923.991530019208
"1840841","GCAM_EMF33","R5B300LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1840882","GCAM_EMF33","R5B300LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1101.1935400096
"1840934","GCAM_EMF33","R5B300LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1840975","GCAM_EMF33","R5B300LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.216799563166
"1841027","GCAM_EMF33","R5B300LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1841068","GCAM_EMF33","R5B300LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-85.9739135498356
"1841120","GCAM_EMF33","R5B300LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1842168","GCAM_EMF33","R5B400","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,1499.34473273956
"1842220","GCAM_EMF33","R5B400","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1842726","GCAM_EMF33","R5B400","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,878.258258409566
"1842778","GCAM_EMF33","R5B400","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1842819","GCAM_EMF33","R5B400","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,1063.38572851988
"1842871","GCAM_EMF33","R5B400","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1842912","GCAM_EMF33","R5B400","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-609.209410583483
"1842964","GCAM_EMF33","R5B400","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1843005","GCAM_EMF33","R5B400","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-306.205516571485
"1843057","GCAM_EMF33","R5B400","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1886597","GRAPE-15","R5B0","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,-40.33
"1886612","GRAPE-15","R5B0","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1886753","GRAPE-15","R5B0","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1983.67
"1886768","GRAPE-15","R5B0","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1886779","GRAPE-15","R5B0","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,894.67
"1886794","GRAPE-15","R5B0","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1886805","GRAPE-15","R5B0","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-128.33
"1886820","GRAPE-15","R5B0","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1886831","GRAPE-15","R5B0","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-25.67
"1886846","GRAPE-15","R5B0","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891017","GRAPE-15","R5B0LP","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,-40.33
"1891032","GRAPE-15","R5B0LP","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891173","GRAPE-15","R5B0LP","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1983.67
"1891188","GRAPE-15","R5B0LP","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891199","GRAPE-15","R5B0LP","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,894.67
"1891214","GRAPE-15","R5B0LP","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891225","GRAPE-15","R5B0LP","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-128.33
"1891240","GRAPE-15","R5B0LP","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891251","GRAPE-15","R5B0LP","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-25.67
"1891266","GRAPE-15","R5B0LP","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1891901","GRAPE-15","R5B100","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,-40.33
"1891916","GRAPE-15","R5B100","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1892057","GRAPE-15","R5B100","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1983.67
"1892072","GRAPE-15","R5B100","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1892083","GRAPE-15","R5B100","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,894.67
"1892098","GRAPE-15","R5B100","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1892109","GRAPE-15","R5B100","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-128.33
"1892124","GRAPE-15","R5B100","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1892135","GRAPE-15","R5B100","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-25.67
"1892150","GRAPE-15","R5B100","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1894553","GRAPE-15","R5B200","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,-40.33
"1894568","GRAPE-15","R5B200","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1894709","GRAPE-15","R5B200","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1983.67
"1894724","GRAPE-15","R5B200","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1894735","GRAPE-15","R5B200","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,894.67
"1894750","GRAPE-15","R5B200","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1894761","GRAPE-15","R5B200","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-128.33
"1894776","GRAPE-15","R5B200","OECD90","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1894787","GRAPE-15","R5B200","REF","Emissions|CO2|Land Use","Mt CO2/yr",2005,-25.67
"1894802","GRAPE-15","R5B200","REF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1902509","GRAPE-15","R5B300","ASIA","Emissions|CO2|Land Use","Mt CO2/yr",2005,-40.33
"1902524","GRAPE-15","R5B300","ASIA","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1902665","GRAPE-15","R5B300","LAM","Emissions|CO2|Land Use","Mt CO2/yr",2005,1983.67
"1902680","GRAPE-15","R5B300","LAM","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1902691","GRAPE-15","R5B300","MAF","Emissions|CO2|Land Use","Mt CO2/yr",2005,894.67
"1902706","GRAPE-15","R5B300","MAF","Primary Energy|Biomass|Energy Crops","EJ/yr",2005,0
"1902717","GRAPE-15","R5B300","OECD90","Emissions|CO2|Land Use","Mt CO2/yr",2005,-128.33
